序号,指标类型1/2/3/4/5,点描述 ,点名,实际值,期望值,D//-D,上上限H,下下限L,触发标签,坏点时间,备用1,备用2,备用3
1500,,SCR入口烟气温度,N3DCS.BINFTRIPSTEP8,1,CDATA['N3DCS.31HSA30CT101']>300 and CDATA['N3DCS.32HSA30CT101']>300,SCR温度正常,CDATA['N3DCS.31HSA30CT101'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZABA05FADI'] ==1 and CDATA['N3DCS.3ZABA06FADI'] ==0,,,,1
1501,,A送风机电流<113A,N3DCS.BINFTRIPSTEP9,1,CDATA['N3DCS.3ITAP055AI']<113,A送风机电流,CDATA['N3DCS.3ITAP055AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZABA05FADI'] ==1 and CDATA['N3DCS.3ZABA06FADI'] ==0,,,,1
1502,,A引风机电流<330A,N3DCS.BINFTRIPSTEP10,1,CDATA['N3DCS.3ITAP059AI']<330,A引风机电流,CDATA['N3DCS.3ITAP059AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZABA05FADI'] ==1 and CDATA['N3DCS.3ZABA06FADI'] ==0,,,,1
1503,,A一次风机电流<95A,N3DCS.BINFTRIPSTEP11,1,CDATA['N3DCS.3ITAP049AI']<95,A一次风机电流,CDATA['N3DCS.3ITAP049AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZABA05FADI'] ==1 and CDATA['N3DCS.3ZABA06FADI'] ==0,,,,1
1504,,炉膛负压<0.5kPa,N3DCS.BINFTRIPSTEP12,1,CDATA['N3DCS.3PTBA221S']<0.5 and CDATA['N3DCS.3PTBA221S']>-1.5,炉膛负压,CDATA['N3DCS.3PTBA221S'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZABA05FADI'] ==1 and CDATA['N3DCS.3ZABA06FADI'] ==0,,,,1
1505,,汽包水位<150,N3DCS.BINFTRIPSTEP13,1,CDATA['N3DCS.3LTFW505CAI']<150 and CDATA['N3DCS.3LTFW505CAI']>-200,汽包水位,CDATA['N3DCS.3LTFW505CAI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZABA05FADI'] ==1 and CDATA['N3DCS.3ZABA06FADI'] ==0,,,,1
1506,,B送风机入口导叶开度<15,N3DCS.BINFTRIPSTEP14,1,CDATA['N3DCS.3ZTBA022AI']<15,B送风机入口导叶开度,CDATA['N3DCS.3ZTBA022AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZABA05FADI'] ==1 and CDATA['N3DCS.3ZABA06FADI'] ==0,,,,1
1507,,B送风机出口挡板关闭,N3DCS.BINFTRIPSTEP15,1,CDATA['N3DCS.3ZCBA040DI']==1,B送风机出口挡板关闭,CDATA['N3DCS.3ZCBA040DI']-1,,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZABA05FADI'] ==1 and CDATA['N3DCS.3ZABA06FADI'] ==0,,,,1
1508,,B引风机入口挡板关闭,N3DCS.BINFTRIPSTEP16,1,CDATA['N3DCS.3ZTBA306AI']<15,B引风机入口挡板关闭,CDATA['N3DCS.3ZTBA306AI']<15,,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZABA05FADI'] ==1 and CDATA['N3DCS.3ZABA06FADI'] ==0,,,,1
1509,,B引风机出口挡板关闭,N3DCS.BINFTRIPSTEP17,1,CDATA['N3DCS.3ZCBA308DI']==1,B引风机出口挡板关闭,CDATA['N3DCS.3ZCBA308DI']-1,,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZABA05FADI'] ==1 and CDATA['N3DCS.3ZABA06FADI'] ==0,,,,1
1510,,RB动作触发,N3DCS.BINFTRIPSTEP18,1,CDATA['N3DCS.3CCSBFPRB']==1,RB动作触发,CDATA['N3DCS.3CCSBFPRB'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZABA05FADI'] ==1 and CDATA['N3DCS.3ZABA06FADI'] ==0,,,,1
1511,,点油枪,N3DCS.APAFTRIP1,1,(CDATA['N3DCS.3ZACH11CPDI']*(CDATA['N3DCS.3BIBY626DI']+CDATA['N3DCS.3BIBY628DI']+CDATA['N3DCS.3BIBY630DI']+CDATA['N3DCS.3BIBY632DI']+ CDATA['N3DCS.3BIBY634DI']+CDATA['N3DCS.3BIBY636DI'])+CDATA['N3DCS.3ZACH12CPDI']*MID['FLAMEBcount']+CDATA['N3DCS.3ZACH13CPDI']*MID['FLAMECcount']+CDATA['N3DCS.3ZACH14CPDI']*MID['FLAMEDcount'])>=(CDATA['N3DCS.3ZACH11CPDI']+CDATA['N3DCS.3ZACH12CPDI']+CDATA['N3DCS.3ZACH13CPDI']+CDATA['N3DCS.3ZACH14CPDI'])*6,有效火检,CDATA['N3DCS.3ZACH11CPDI']*MID['FLAMEAcount']+CDATA['N3DCS.3ZACH12CPDI']*MID['FLAMEBcount']+CDATA['N3DCS.3ZACH13CPDI']*MID['FLAMECcount']+CDATA['N3DCS.3ZACH14CPDI']*MID['FLAMEDcount'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1512,,触发RB,N3DCS.APAFTRIP2,1,CDATA['N3DCS.3CCSBFPRB']<175 or CDATA['N3DCS.3CCSBFPRB']==1,RB触发,CDATA['N3DCS.3CCSBFPRB'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1513,,保留两台磨煤机,N3DCS.APAFTRIP3,1,(CDATA['N3DCS.3ZACH11CPDI']==1 and CDATA['N3DCS.3ZACH13CPDI']==1 and CDATA['N3DCS.3ZACH12CPDI']==0 and CDATA['N3DCS.3ZACH14CPDI']==0) or (CDATA['N3DCS.3ZACH11CPDI']==0 and CDATA['N3DCS.3ZACH13CPDI']==0 and CDATA['N3DCS.3ZACH12CPDI']==1 and CDATA['N3DCS.3ZACH14CPDI']==1),磨煤机,CDATA['N3DCS.3ZACH11CPDI']*MID['FLAMEAcount']+CDATA['N3DCS.3ZACH12CPDI']*MID['FLAMEBcount']+CDATA['N3DCS.3ZACH13CPDI']*MID['FLAMECcount']+CDATA['N3DCS.3ZACH14CPDI']*MID['FLAMEDcount'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1514,,燃料主控<53,N3DCS.APAFTRIP4,1,CDATA['N3DCS.3CCSFUELMDMD']<=53,燃料主控,CDATA['N3DCS.3CCSFUELMDMD'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1515,,负荷<175MW,N3DCS.APAFTRIP5,1,CDATA['N3DCS.LDCDEMD2']<175,降低负荷至,CDATA['N3DCS.LDCDEMD2'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1516,,一次风压>6.5kPa,N3DCS.APAFTRIP6,1,CDATA['N3DCS.3PTBA159AAI']>6.5,一次风压,CDATA['N3DCS.3PTBA159AAI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1517,,B一次风机电流<95A,N3DCS.APAFTRIP7,1,CDATA['N3DCS.3ITAP050AI']<95,B一次风机电流,CDATA['N3DCS.3ITAP050AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1518,,A送风机电流<113A,N3DCS.APAFTRIP8,1,CDATA['N3DCS.3ITAP055AI']<113,A送风机电流,CDATA['N3DCS.3ITAP055AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1519,,B送风机电流<113A,N3DCS.APAFTRIP9,1,CDATA['N3DCS.3ITAP056AI']<113,B送风机电流,CDATA['N3DCS.3ITAP056AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1520,,A引风机电流<330A,N3DCS.APAFTRIP10,1,CDATA['N3DCS.3ITAP059AI']<330,A引风机电流,CDATA['N3DCS.3ITAP059AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1521,,B引风机电流<330A,N3DCS.APAFTRIP11,1,CDATA['N3DCS.3ITAP060AI']<330,B引风机电流,CDATA['N3DCS.3ITAP060AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1522,,Nox浓度,N3DCS.APAFTRIP12,1,CDATA['N3DCS.30HTA50CQ005-CAL']<CDATA['N3DCS.3NOXREF'],Nox浓度,CDATA['N3DCS.30HTA50CQ005-CAL'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1523,,A磨风量,N3DCS.APAFTRIP13,1,CDATA['N3DCS.3FTBA183X']>CDATA['N3DCS.3ZACH11CPDI']*70,A磨风量,CDATA['N3DCS.3FTBA183X'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1524,,B磨风量,N3DCS.APAFTRIP14,1,CDATA['N3DCS.3FTBA184X']>CDATA['N3DCS.3ZACH12CPDI']*70,B磨风量,CDATA['N3DCS.3FTBA184X'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1525,,C磨风量,N3DCS.APAFTRIP15,1,CDATA['N3DCS.3FTBA185X']>CDATA['N3DCS.3ZACH13CPDI']*70,C磨风量,CDATA['N3DCS.3FTBA185X'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1526,,D磨风量,N3DCS.APAFTRIP16,1,CDATA['N3DCS.3FTBA186X']>CDATA['N3DCS.3ZACH14CPDI']*70,D磨风量,CDATA['N3DCS.3FTBA186X'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1527,,维持炉膛负压,N3DCS.APAFTRIP17,1,CDATA['N3DCS.3PTBA221S']<1.5 and CDATA['N3DCS.3PTBA221S']>-1.5,炉膛负压,CDATA['N3DCS.3FTBA186X'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1528,,A磨状态,N3DCS.APAFTRIP18,1,"CDATA['N3DCS.3ZOCH701DI']+CDATA['N3DCS.3ZOCH702DI']+CDATA['N3DCS.3ZOCH703DI']+CDATA['N3DCS.3ZOCH704DI']+CDATA['N3DCS.3ZOCH705DI']+CDATA['N3DCS.3ZOCH706DI']==CDATA['N3DCS.3ZACH11CPDI']*6 and CDATA['N3DCS.3TECH605AAI']<85 and CDATA['N3DCS.3FTBA183X']<20+70*CDATA['N3DCS.3ZACH11CPDI']
",A磨状态,CDATA['N3DCS.3ZACH11CPDI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1529,,B磨状态,N3DCS.APAFTRIP19,1,CDATA['N3DCS.3ZOCH707DI']+CDATA['N3DCS.3ZOCH708DI']+CDATA['N3DCS.3ZOCH709DI']+CDATA['N3DCS.3ZOCH710DI']+CDATA['N3DCS.3ZOCH711DI']+CDATA['N3DCS.3ZOCH712DI']==CDATA['N3DCS.3ZACH12CPDI']*6 and CDATA['N3DCS.3TECH605AAI']<85 and CDATA['N3DCS.3FTBA184X']<20+70*CDATA['N3DCS.3ZACH12CPDI'],B磨状态,CDATA['N3DCS.3ZACH12CPDI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1530,,C磨状态,N3DCS.APAFTRIP20,1,CDATA['N3DCS.3ZOCH713DI']+CDATA['N3DCS.3ZOCH714DI']+CDATA['N3DCS.3ZOCH715DI']+CDATA['N3DCS.3ZOCH716DI']+CDATA['N3DCS.3ZOCH717DI']+CDATA['N3DCS.3ZOCH718DI']==CDATA['N3DCS.3ZACH13CPDI']*6 and CDATA['N3DCS.3TECH605AAI']<85 and CDATA['N3DCS.3FTBA185X']<20+70*CDATA['N3DCS.3ZACH13CPDI'],C磨状态,CDATA['N3DCS.3ZACH13CPDI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1531,,D磨状态,N3DCS.APAFTRIP21,1,CDATA['N3DCS.3ZOCH719DI']+CDATA['N3DCS.3ZOCH720DI']+CDATA['N3DCS.3ZOCH721DI']+CDATA['N3DCS.3ZOCH722DI']+CDATA['N3DCS.3ZOCH723DI']+CDATA['N3DCS.3ZOCH724DI']==CDATA['N3DCS.3ZACH14CPDI']*6 and CDATA['N3DCS.3TECH605AAI']<85 and CDATA['N3DCS.3FTBA186X']<20+70*CDATA['N3DCS.3ZACH14CPDI'],D磨状态,CDATA['N3DCS.3ZACH14CPDI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1532,,燃油压力>1050,N3DCS.APAFTRIP22,1,CDATA['N3DCS.3PTFO510AAI']>1050,燃油压力,CDATA['N3DCS.3PTFO510AAI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==0 and CDATA['N3DCS.3ZXBA04FDI'] ==1,,,,1
1533,,点油枪,N3DCS.BPAFTRIP1,1,(CDATA['N3DCS.3ZACH11CPDI']*(CDATA['N3DCS.3BIBY626DI']+CDATA['N3DCS.3BIBY628DI']+CDATA['N3DCS.3BIBY630DI']+CDATA['N3DCS.3BIBY632DI']+ CDATA['N3DCS.3BIBY634DI']+CDATA['N3DCS.3BIBY636DI'])+CDATA['N3DCS.3ZACH12CPDI']*MID['FLAMEBcount']+CDATA['N3DCS.3ZACH13CPDI']*MID['FLAMECcount']+CDATA['N3DCS.3ZACH14CPDI']*MID['FLAMEDcount'])>=(CDATA['N3DCS.3ZACH11CPDI']+CDATA['N3DCS.3ZACH12CPDI']+CDATA['N3DCS.3ZACH13CPDI']+CDATA['N3DCS.3ZACH14CPDI'])*6,有效火检,CDATA['N3DCS.3ZACH11CPDI']*MID['FLAMEAcount']+CDATA['N3DCS.3ZACH12CPDI']*MID['FLAMEBcount']+CDATA['N3DCS.3ZACH13CPDI']*MID['FLAMECcount']+CDATA['N3DCS.3ZACH14CPDI']*MID['FLAMEDcount'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1534,,触发RB,N3DCS.BPAFTRIP2,1,CDATA['N3DCS.3CCSBFPRB']<175 or CDATA['N3DCS.3CCSBFPRB']==1,RB触发,CDATA['N3DCS.3CCSBFPRB'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1535,,保留两台磨煤机,N3DCS.BPAFTRIP3,1,(CDATA['N3DCS.3ZACH11CPDI']==1 and CDATA['N3DCS.3ZACH13CPDI']==1 and CDATA['N3DCS.3ZACH12CPDI']==0 and CDATA['N3DCS.3ZACH14CPDI']==0) or (CDATA['N3DCS.3ZACH11CPDI']==0 and CDATA['N3DCS.3ZACH13CPDI']==0 and CDATA['N3DCS.3ZACH12CPDI']==1 and CDATA['N3DCS.3ZACH14CPDI']==1),磨煤机,CDATA['N3DCS.3ZACH11CPDI']*MID['FLAMEAcount']+CDATA['N3DCS.3ZACH12CPDI']*MID['FLAMEBcount']+CDATA['N3DCS.3ZACH13CPDI']*MID['FLAMECcount']+CDATA['N3DCS.3ZACH14CPDI']*MID['FLAMEDcount'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1536,,燃料主控<53,N3DCS.BPAFTRIP4,1,CDATA['N3DCS.3CCSFUELMDMD']<=53,燃料主控,CDATA['N3DCS.3CCSFUELMDMD'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1537,,负荷<175MW,N3DCS.BPAFTRIP5,1,CDATA['N3DCS.LDCDEMD2']<175,降低负荷至,CDATA['N3DCS.LDCDEMD2'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1538,,一次风压>6.5kPa,N3DCS.BPAFTRIP6,1,CDATA['N3DCS.3PTBA159AAI']>6.5,一次风压,CDATA['N3DCS.3PTBA159AAI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1539,,A一次风机电流<95A,N3DCS.BPAFTRIP7,1,CDATA['N3DCS.3ITAP049AI']<95,B一次风机电流,CDATA['N3DCS.3ITAP049AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1540,,A送风机电流<113A,N3DCS.BPAFTRIP8,1,CDATA['N3DCS.3ITAP055AI']<113,A送风机电流,CDATA['N3DCS.3ITAP055AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1541,,B送风机电流<113A,N3DCS.BPAFTRIP9,1,CDATA['N3DCS.3ITAP056AI']<113,B送风机电流,CDATA['N3DCS.3ITAP056AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1542,,A引风机电流<330A,N3DCS.BPAFTRIP10,1,CDATA['N3DCS.3ITAP059AI']<330,A引风机电流,CDATA['N3DCS.3ITAP059AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1543,,B引风机电流<330A,N3DCS.BPAFTRIP11,1,CDATA['N3DCS.3ITAP060AI']<330,B引风机电流,CDATA['N3DCS.3ITAP060AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1544,,Nox浓度,N3DCS.BPAFTRIP12,1,CDATA['N3DCS.30HTA50CQ005-CAL']<CDATA['N3DCS.3NOXREF'],Nox浓度,CDATA['N3DCS.30HTA50CQ005-CAL'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1545,,A磨风量,N3DCS.BPAFTRIP13,1,CDATA['N3DCS.3FTBA183X']>CDATA['N3DCS.3ZACH11CPDI']*70,A磨风量,CDATA['N3DCS.3FTBA183X'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1546,,B磨风量,N3DCS.BPAFTRIP14,1,CDATA['N3DCS.3FTBA184X']>CDATA['N3DCS.3ZACH12CPDI']*70,B磨风量,CDATA['N3DCS.3FTBA184X'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1547,,C磨风量,N3DCS.BPAFTRIP15,1,CDATA['N3DCS.3FTBA185X']>CDATA['N3DCS.3ZACH13CPDI']*70,C磨风量,CDATA['N3DCS.3FTBA185X'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1548,,D磨风量,N3DCS.BPAFTRIP16,1,CDATA['N3DCS.3FTBA186X']>CDATA['N3DCS.3ZACH14CPDI']*70,D磨风量,CDATA['N3DCS.3FTBA186X'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1549,,维持炉膛负压,N3DCS.BPAFTRIP17,1,CDATA['N3DCS.3PTBA221S']<1.5 and CDATA['N3DCS.3PTBA221S']>-1.5,炉膛负压,CDATA['N3DCS.3FTBA186X'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1550,,A磨状态,N3DCS.BPAFTRIP18,1,"CDATA['N3DCS.3ZOCH701DI']+CDATA['N3DCS.3ZOCH702DI']+CDATA['N3DCS.3ZOCH703DI']+CDATA['N3DCS.3ZOCH704DI']+CDATA['N3DCS.3ZOCH705DI']+CDATA['N3DCS.3ZOCH706DI']==CDATA['N3DCS.3ZACH11CPDI']*6 and CDATA['N3DCS.3TECH605AAI']<85 and CDATA['N3DCS.3FTBA183X']<20+70*CDATA['N3DCS.3ZACH11CPDI']
",A磨状态,CDATA['N3DCS.3ZACH11CPDI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1551,,B磨状态,N3DCS.BPAFTRIP19,1,CDATA['N3DCS.3ZOCH707DI']+CDATA['N3DCS.3ZOCH708DI']+CDATA['N3DCS.3ZOCH709DI']+CDATA['N3DCS.3ZOCH710DI']+CDATA['N3DCS.3ZOCH711DI']+CDATA['N3DCS.3ZOCH712DI']==CDATA['N3DCS.3ZACH12CPDI']*6 and CDATA['N3DCS.3TECH605AAI']<85 and CDATA['N3DCS.3FTBA184X']<20+70*CDATA['N3DCS.3ZACH12CPDI'],B磨状态,CDATA['N3DCS.3ZACH12CPDI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1552,,C磨状态,N3DCS.BPAFTRIP20,1,CDATA['N3DCS.3ZOCH713DI']+CDATA['N3DCS.3ZOCH714DI']+CDATA['N3DCS.3ZOCH715DI']+CDATA['N3DCS.3ZOCH716DI']+CDATA['N3DCS.3ZOCH717DI']+CDATA['N3DCS.3ZOCH718DI']==CDATA['N3DCS.3ZACH13CPDI']*6 and CDATA['N3DCS.3TECH605AAI']<85 and CDATA['N3DCS.3FTBA185X']<20+70*CDATA['N3DCS.3ZACH13CPDI'],C磨状态,CDATA['N3DCS.3ZACH13CPDI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1553,,D磨状态,N3DCS.BPAFTRIP21,1,CDATA['N3DCS.3ZOCH719DI']+CDATA['N3DCS.3ZOCH720DI']+CDATA['N3DCS.3ZOCH721DI']+CDATA['N3DCS.3ZOCH722DI']+CDATA['N3DCS.3ZOCH723DI']+CDATA['N3DCS.3ZOCH724DI']==CDATA['N3DCS.3ZACH14CPDI']*6 and CDATA['N3DCS.3TECH605AAI']<85 and CDATA['N3DCS.3FTBA186X']<20+70*CDATA['N3DCS.3ZACH14CPDI'],D磨状态,CDATA['N3DCS.3ZACH14CPDI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1554,,燃油压力>1050,N3DCS.BPAFTRIP22,1,CDATA['N3DCS.3PTFO510AAI']>1050,燃油压力,CDATA['N3DCS.3PTFO510AAI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3ZXBA03FDI'] ==1 and CDATA['N3DCS.3ZXBA04FDI'] ==0,,,,1
1555,,B循环水泵启动,N3DCS.ACWPTRIP1,1,CDATA['N3DCS.3ZACW01PBDI']==1,B循环水泵,CDATA['N3DCS.3ZACW01PBDI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3CW006TR']==1,,,,1
1556,,B循环水泵出口门开启,N3DCS.ACWPTRIP2,1,CDATA['N3DCS.3ZOCW002DI']==1,B循环水泵出口门,CDATA['N3DCS.3ZOCW002DI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3CW006TR']==1,,,,1
1557,,A循环水泵出口门关闭,N3DCS.ACWPTRIP3,1,CDATA['N3DCS.3ZOCW001DI']==0,A循环水泵出口,CDATA['N3DCS.3ZOCW001DI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3CW006TR']==1,,,,1
1558,,A循环水泵停止状态,N3DCS.ACWPTRIP4,1,CDATA['N3DCS.3ZACW01PADI']==0,A循环水泵停止,CDATA['N3DCS.3ZACW01PADI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3CW006TR']==1,,,,1
1559,,启动两台真空泵,N3DCS.ACWPTRIP5,1,CDATA['N3DCS.3ZACA02CADI']==1 and CDATA['N3DCS.3ZACA02CBDI']==1,真空泵数量,CDATA['N3DCS.3ZACA02CADI']+CDATA['N3DCS.3ZACA02CBDI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3CW006TR']==1,,,,1
1560,,凝汽器真空<11,N3DCS.ACWPTRIP6,1,CDATA['N3DCS.3PTCD306AI']<11,凝汽器真空,CDATA['N3DCS.3PTCD306AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3CW006TR']==1,,,,1
1561,,低压缸排气温度<71,N3DCS.ACWPTRIP7,1,CDATA['N3DCS.3LP1GVT']<71,低压缸排气温度,CDATA['N3DCS.3LP1GVT'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3CW006TR']==1,,,,1
1562,,根据真空调整负荷,N3DCS.ACWPTRIP8,1,CDATA['N3DCS.3TLVA2']==0,建议负荷,CDATA['N3DCS.JTMP010S']-CDATA['N3DCS.3TLVA2']*(CDATA['N3DCS.3PTCD306AI']-11)*5,,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3CW006TR']==1,,,,1
1563,,轴冷水温度<31,N3DCS.ACWPTRIP9,1,CDATA['N3DCS.3TEWC209AI']<31,轴冷水温度,CDATA['N3DCS.3TEWC209AI'],,CDATA['N3DCS.3BR2']==1 and CDATA['N3DCS.3CW006TR']==1,,,,1
